subset,algorithm,image,psnr,ssim,entropy,edge_vis,niqe,time_ms
indoor,DCP,1413_2.png,17.538358528618428,0.8366147875785828,7.133098315062072,0.3839866760168303,,36.101200000302924
indoor,DCP,1413_3.png,17.901745449273896,0.8415629267692566,7.146636564490683,0.3863499298737728,,35.540100000162056
indoor,DCP,1413_4.png,18.29099293334724,0.8452630043029785,7.142828079653537,0.3880049088359046,,36.044200000105775
indoor,DCP,1413_5.png,18.688547971621478,0.8495358824729919,7.149448123656658,0.39047685834502105,,36.13730000006399
indoor,DCP,1413_6.png,19.093852353243253,0.8529192805290222,7.155452006247413,0.3923877980364656,,35.81129999975019
indoor,DCP,1413_7.png,19.49044423702793,0.8553746342658997,7.166324393003539,0.393187237026648,,36.93810000004305
indoor,DCP,1413_8.png,19.87385179037869,0.8571733832359314,7.179015195346494,0.39554698457223003,,35.68409999979849
indoor,DCP,1413_9.png,20.188671157721608,0.8580007553100586,7.195371726025165,0.3982713884992987,,35.84629999977551
indoor,DCP,1414_1.png,16.13775434807123,0.8107433319091797,7.258041688717674,0.4312482468443198,,35.15979999974661
indoor,DCP,1414_10.png,17.721512586277125,0.8320838809013367,7.323828290997612,0.4351963534361851,,35.41009999980815
indoor,DCP,1414_2.png,16.316202036879712,0.8128105998039246,7.282601319132382,0.43208625525946703,,35.961800000222865
indoor,DCP,1414_3.png,16.394088658761365,0.8141791224479675,7.311381039096973,0.43424964936886395,,36.00350000033359
indoor,DCP,1414_4.png,16.58682971846266,0.8160489201545715,7.310012875860409,0.4352945301542777,,35.73660000029122
indoor,DCP,1414_5.png,16.78447874108904,0.8186764717102051,7.309037274983319,0.435788920056101,,35.57969999974375
indoor,DCP,1414_6.png,16.980533483403267,0.8213351368904114,7.31470965859942,0.4357468443197756,,35.804600000119535
indoor,DCP,1414_7.png,17.175189681485314,0.82403564453125,7.316472185427396,0.4364270687237027,,35.9733000000233
indoor,DCP,1414_8.png,17.364805146552822,0.8266668319702148,7.320097284740121,0.43595371669004207,,34.857799999826966
indoor,DCP,1414_9.png,17.5443676558729,0.829095184803009,7.326316306472193,0.43640252454417955,,35.17499999998108
indoor,DCP,1415_1.png,15.570814825631496,0.7835095524787903,6.764341770205909,0.22200911640953716,,35.728999999719235
indoor,DCP,1415_10.png,17.928053205699022,0.8312515616416931,6.9595781262147565,0.2218758765778401,,35.61730000001262
indoor,DCP,1415_2.png,15.798068990343154,0.7899659276008606,6.778801047328008,0.22181276297335203,,36.068299999897135
indoor,DCP,1415_3.png,16.035211638201645,0.796427309513092,6.79408153271814,0.22201963534361852,,35.46820000019579
indoor,DCP,1415_4.png,16.227898918982124,0.8007246851921082,6.81181354610621,0.22296283309957923,,35.827299999709794
indoor,DCP,1415_5.png,16.478129259455223,0.8062799572944641,6.8328040322851775,0.22231767180925666,,35.99359999998342
indoor,DCP,1415_6.png,16.744015032453035,0.8117687106132507,6.855509708894187,0.221437587657784,,35.50879999966128
indoor,DCP,1415_7.png,17.025464812396585,0.8172453045845032,6.881171901235083,0.22050841514726507,,35.08720000036192
indoor,DCP,1415_8.png,17.315578265423806,0.8221232295036316,6.905798962297479,0.22109046283309958,,35.5717000002187
indoor,DCP,1415_9.png,17.619857992828887,0.8268751502037048,6.934531610148551,0.2230820476858345,,35.35670000019309
indoor,DCP,1416_1.png,11.128572667948138,0.7908077239990234,7.0821447140541505,0.32601683029453016,,35.78699999980017
indoor,DCP,1416_10.png,11.31604466809399,0.7772612571716309,6.962218452087668,0.31759817671809254,,35.53830000009839
indoor,DCP,1416_2.png,11.154032888648821,0.7892992496490479,7.06672658158563,0.3248772791023843,,35.23429999995642
indoor,DCP,1416_3.png,11.184529215877347,0.7880751490592957,7.0495990043756676,0.32299789621318375,,35.74269999990065
indoor,DCP,1416_4.png,11.21838200967816,0.7863827347755432,7.0355534079054465,0.3228646563814867,,35.56660000003831
indoor,DCP,1416_5.png,11.246282125243123,0.7848832011222839,7.021776068824281,0.32171809256661993,,36.2422999996852
indoor,DCP,1416_6.png,11.273849195538766,0.78354811668396,7.009289871376125,0.3204277699859748,,35.55580000011105
indoor,DCP,1416_7.png,11.242367799591245,0.7804021835327148,6.993066539253291,0.31894109396914444,,35.390499999721214
indoor,DCP,1416_8.png,11.269231480567168,0.7792766690254211,6.982858611014453,0.3190112201963534,,35.16200000012759
indoor,DCP,1416_9.png,11.293324311889421,0.7782465815544128,6.971285990763472,0.31814866760168303,,38.04760000002716
indoor,DCP,1417_1.png,17.421509336753708,0.9002930521965027,7.6371053132648665,0.537875175315568,,35.59640000003128
indoor,DCP,1417_10.png,20.122874751625993,0.8953745365142822,7.684073555959292,0.5197159887798036,,35.20100000014281
indoor,DCP,1417_2.png,17.69684866003444,0.901073157787323,7.644128990475632,0.5351963534361851,,35.756100000071456
indoor,DCP,1417_3.png,17.98097688783476,0.901229202747345,7.653153480904518,0.5334467040673212,,35.47720000005938
indoor,DCP,1417_4.png,18.279144066239997,0.9010148644447327,7.657630950768286,0.5318232819074333,,36.108299999796145
indoor,DCP,1417_5.png,18.579466102947492,0.90085768699646,7.662487495402545,0.5293934081346423,,35.62389999979132
indoor,DCP,1417_6.png,18.890050634628366,0.9000788331031799,7.664424314939684,0.5273772791023843,,35.87539999989531
indoor,DCP,1417_7.png,19.20688392487838,0.8993968963623047,7.668935436279733,0.5252805049088359,,35.639700000047014
indoor,DCP,1417_8.png,19.51865235071535,0.8980612754821777,7.673364012697156,0.5236535764375877,,35.572100000081264
indoor,DCP,1417_9.png,19.828235097320277,0.8968555331230164,7.675406476615132,0.5209116409537167,,35.61900000022433
indoor,DCP,1418_1.png,18.455017242467537,0.9119624495506287,7.809994706224384,0.6213674614305751,,35.372499999994034
indoor,DCP,1418_10.png,19.507647940533076,0.8816681504249573,7.836030018971163,0.6093723702664796,,47.911199999816745
indoor,DCP,1418_2.png,18.597091714382927,0.9089763760566711,7.812040831995669,0.6205925666199158,,35.42920000018057
indoor,DCP,1418_3.png,18.737036864080594,0.9058601260185242,7.814321924213767,0.619319775596073,,35.96860000016022
